4.66,6.98,5.39
5.12,7.11,5.71
117.67,154.73,130.83
9.17,12.99,9.90
201.68,285.49,226.36
318.23,380.77,346.44
392.99,521.74,442.96
181.24,232.37,199.12
172.51,239.49,192.85
